O5;117;2;19,6652542372881;1;1;2,9;1,9
O2;117;2,05128205128205;2;1;1;3;2
O3;120;4,61538461538462;9,23076923076923;1,02564102564103;1,02564102564103;-1,04083408558608E-16;2
O6;234;4,61538461538462;18;2;2;-1,04083408558608E-16;2
O8;120;4,61538461538462;2;1,02564102564103;1,02884615384615;7;1
O1;117;2;2;1;1;3;2
O4;117;2;6;1;1;3;2
O7;117;2;2;1;1;3;2
;0;0;0;0;0;0;0
